paradigm,subject,split,calib_size,seed,ea_ref,baseline_auc,adapted_auc,delta_auc,n_calib,n_eval,calib_pos_rate,eval_pos_rate,calib_baseline_frac,eval_baseline_frac,purge_k,n_purged,status,fold,fold_mode,checkpoint,checkpoint_val_auc,montage_source,n_channels,n_epochs_total,channels
p300,1,temporal_array,480,46,session,0.6496764053254438,0.6487056213017751,-0.0009707840236686804,480,1248,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,temporal_chrono,24,42,session,0.6653466574092441,0.6332796072207896,-0.03206705018845457,24,1704,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,temporal_chrono,24,43,session,0.6653466574092441,0.6332796072207896,-0.03206705018845457,24,1704,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,temporal_chrono,24,44,session,0.6653466574092441,0.6332796072207896,-0.03206705018845457,24,1704,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,temporal_chrono,24,45,session,0.6653466574092441,0.6332796072207896,-0.03206705018845457,24,1704,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,temporal_chrono,24,46,session,0.6653466574092441,0.6332796072207896,-0.03206705018845457,24,1704,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,temporal_chrono,48,42,session,0.6590663265306123,0.6259566326530612,-0.03310969387755103,48,1680,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,temporal_chrono,48,43,session,0.6590663265306123,0.6279872448979592,-0.03107908163265305,48,1680,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,temporal_chrono,48,44,session,0.6590663265306123,0.6258316326530613,-0.03323469387755096,48,1680,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
p300,1,temporal_chrono,48,45,session,0.6590663265306123,0.6281020408163266,-0.030964285714285666,48,1680,0.16666666666666666,0.16666666666666666,0.0,0.0,0,0,ok,version_39,pinned,lightning_logs/version_39/checkpoints/best-epoch=042-val/roc_auc=0.7208.ckpt,0.7208,inferred_from_config,8,1728,Fz|Cz|Pz|Oz|P3|P4|PO7|PO8
