paradigm,subject,fold,checkpoint_val_auc,heldout_auc,n_epochs,n_pos,montage_source,montage_label,n_channels,channels
mi,106,version_30,0.7632,0.7911265432098765,234,90,inferred_from_config,config,17,FC3|FC1|FCz|FC2|FC4|C5|C3|C1|Cz|C2|C4|C6|CP3|CP1|CPz|CP2|CP4
mi,107,version_27,0.7783,0.6665895061728395,234,90,inferred_from_config,config,17,FC3|FC1|FCz|FC2|FC4|C5|C3|C1|Cz|C2|C4|C6|CP3|CP1|CPz|CP2|CP4
mi,107,version_28,0.8016,0.6604938271604939,234,90,inferred_from_config,config,17,FC3|FC1|FCz|FC2|FC4|C5|C3|C1|Cz|C2|C4|C6|CP3|CP1|CPz|CP2|CP4
mi,107,version_29,0.7951,0.6787037037037037,234,90,inferred_from_config,config,17,FC3|FC1|FCz|FC2|FC4|C5|C3|C1|Cz|C2|C4|C6|CP3|CP1|CPz|CP2|CP4
mi,107,version_30,0.7632,0.6892746913580247,234,90,inferred_from_config,config,17,FC3|FC1|FCz|FC2|FC4|C5|C3|C1|Cz|C2|C4|C6|CP3|CP1|CPz|CP2|CP4
mi,108,version_27,0.7783,0.7138888888888889,234,90,inferred_from_config,config,17,FC3|FC1|FCz|FC2|FC4|C5|C3|C1|Cz|C2|C4|C6|CP3|CP1|CPz|CP2|CP4
mi,108,version_28,0.8016,0.6857253086419753,234,90,inferred_from_config,config,17,FC3|FC1|FCz|FC2|FC4|C5|C3|C1|Cz|C2|C4|C6|CP3|CP1|CPz|CP2|CP4
mi,108,version_29,0.7951,0.7206018518518519,234,90,inferred_from_config,config,17,FC3|FC1|FCz|FC2|FC4|C5|C3|C1|Cz|C2|C4|C6|CP3|CP1|CPz|CP2|CP4
mi,108,version_30,0.7632,0.7047839506172838,234,90,inferred_from_config,config,17,FC3|FC1|FCz|FC2|FC4|C5|C3|C1|Cz|C2|C4|C6|CP3|CP1|CPz|CP2|CP4
mi,109,version_27,0.7783,0.6237654320987653,234,90,inferred_from_config,config,17,FC3|FC1|FCz|FC2|FC4|C5|C3|C1|Cz|C2|C4|C6|CP3|CP1|CPz|CP2|CP4
mi,109,version_28,0.8016,0.5679783950617284,234,90,inferred_from_config,config,17,FC3|FC1|FCz|FC2|FC4|C5|C3|C1|Cz|C2|C4|C6|CP3|CP1|CPz|CP2|CP4
mi,109,version_29,0.7951,0.591820987654321,234,90,inferred_from_config,config,17,FC3|FC1|FCz|FC2|FC4|C5|C3|C1|Cz|C2|C4|C6|CP3|CP1|CPz|CP2|CP4
mi,109,version_30,0.7632,0.6048611111111111,234,90,inferred_from_config,config,17,FC3|FC1|FCz|FC2|FC4|C5|C3|C1|Cz|C2|C4|C6|CP3|CP1|CPz|CP2|CP4
