epoch,lr-AdamW,step,test/roc_auc,train/loss,train/roc_auc,val/loss,val/roc_auc
44,,12689,,0.7184609770774841,0.7618188858032227,,
,0.0009186646558921328,12690,,,,,
45,,12971,,,,0.7701544165611267,0.7427865266799927
45,,12971,,0.7139450311660767,0.7684013843536377,,
,0.0009140904111584359,12972,,,,,
46,,13253,,,,0.7365882396697998,0.7532418966293335
46,,13253,,0.7149677872657776,0.7667083740234375,,
,0.0009094030949360027,13254,,,,,
47,,13535,,,,0.7894346117973328,0.7508710026741028
47,,13535,,0.7061227560043335,0.7751890420913696,,
,0.0009046039886902861,13536,,,,,
48,,13817,,,,0.757502019405365,0.7531328201293945
48,,13817,,0.7085148692131042,0.773169755935669,,
,0.0008996944044490148,13818,,,,,
49,,14099,,,,0.822276771068573,0.7509116530418396
49,,14099,,0.7143546342849731,0.7669164538383484,,
,0.0008946756844434986,14100,,,,,
50,,14381,,,,0.7776557207107544,0.7586642503738403
50,,14381,,0.7205649018287659,0.7619562149047852,,
,0.0008895492007416751,14382,,,,,
51,,14663,,,,0.7698521614074707,0.7524334192276001
51,,14663,,0.7143401503562927,0.7676683664321899,,
,0.0008843163548730011,14664,,,,,
52,,14945,,,,0.7273322343826294,0.7530825138092041
52,,14945,,0.7078273296356201,0.7736389636993408,,
,0.0008789785774452872,14946,,,,,
53,,15227,,,,0.7426370978355408,0.7596335411071777
53,,15227,,0.7124772071838379,0.7693415284156799,,
,0.0008735373277535849,15228,,,,,
54,,15509,,,,0.7445765733718872,0.7545807361602783
54,,15509,,0.7163148522377014,0.7668014764785767,,
,0.0008679940933812293,15510,,,,,
55,,15791,,,,0.7544142603874207,0.7483907341957092
55,,15791,,0.7129085659980774,0.7693577408790588,,
,0.0008623503897931489,15792,,,,,
56,,16073,,,,0.7600745558738708,0.7523356676101685
56,,16073,,0.7153478264808655,0.766556978225708,,
,0.0008566077599215528,16074,,,,,
57,,16355,,,,0.7756708860397339,0.7484880089759827
57,,16355,,0.7123798131942749,0.7683420777320862,,
,0.0008507677737441078,16356,,,,,
58,,16637,,,,0.7188246846199036,0.7627227306365967
58,,16637,,0.719990611076355,0.7654603719711304,,
,0.0008448320278547235,16638,,,,,
59,,16919,,,,0.7968859672546387,0.7593588829040527
59,,16919,,0.7131993174552917,0.7693749070167542,,
,0.0008388021450270577,16920,,,,,
60,,17201,,,,0.7457746267318726,0.7549763917922974
60,,17201,,0.708516538143158,0.7743010520935059,,
,0.0008326797737708672,17202,,,,,
61,,17483,,,,0.781358540058136,0.7486135959625244
61,,17483,,0.7147433757781982,0.7688988447189331,,
,0.0008264665878813221,17484,,,,,
62,,17765,,,,0.7592450976371765,0.7602978348731995
62,,17765,,0.7069384455680847,0.7740094661712646,,
,0.0008201642859814064,17766,,,,,
63,,18047,,,,0.7493985295295715,0.760646402835846
63,,18047,,0.705880343914032,0.7759096622467041,,
,0.0008137745910575316,18048,,,,,
64,,18329,,,,0.7499579787254333,0.7674006819725037
64,,18329,,0.7046157121658325,0.7742977142333984,,
,0.0008072992499884889,18330,,,,,
65,,18611,,,,0.7359398007392883,0.7642887830734253
65,,18611,,0.7084794640541077,0.7730499505996704,,
,0.0008007400330678708,18612,,,,,
66,,18893,,,,0.7303844094276428,0.7599375247955322
66,,18893,,0.7106363773345947,0.7703506946563721,,
,0.0007940987335200903,18894,,,,,
67,,19175,,,,0.7380491495132446,0.7603563070297241
67,,19175,,0.7126849293708801,0.76811683177948,,
,0.0007873771670101301,19176,,,,,
68,,19457,,,,0.7728333473205566,0.7526397109031677
68,,19457,,0.6997870802879333,0.7779752612113953,,
,0.0007805771711471604,19458,,,,,
69,,19739,,,,0.7513343095779419,0.7645273208618164
69,,19739,,0.7097026109695435,0.7694187164306641,,
,0.000773700604982152,19740,,,,,
70,,20021,,,,0.7383882403373718,0.7609118819236755
70,,20021,,0.7046471238136292,0.7755334377288818,,
,0.0007667493484996326,20022,,,,,
71,,20303,,,,0.7498486638069153,0.7596196532249451
71,,20303,,0.7064455151557922,0.775747537612915,,
,0.0007597253021037168,20304,,,,,
72,,20585,,,,0.7594391107559204,0.7599227428436279
72,,20585,,0.7051528692245483,0.7756199240684509,,
,0.0007526303860985542,20586,,,,,
73,,20867,,,,0.7785046100616455,0.7546323537826538
73,,20867,,0.7031769752502441,0.7764285206794739,,
,0.0007454665401633385,20868,,,,,
74,,21149,,,,0.7732491493225098,0.7626487612724304
74,,21149,,0.7062937021255493,0.7732627987861633,,
,0.0007382357228220181,21150,,,,,
75,,21431,,,,0.7671006321907043,0.7637701034545898
75,,21431,,0.704383909702301,0.7745633125305176,,
,0.0007309399109078545,21432,,,,,
76,,21713,,,,0.7566261291503906,0.7580788731575012
76,,21713,,0.7051314115524292,0.7762397527694702,,
,0.0007235810990229768,21714,,,,,
77,,21995,,,,0.7594387531280518,0.7604746222496033
77,,21995,,0.6994310021400452,0.780726969242096,,
,0.000716161298993077,21996,,,,,
78,,22277,,,,0.726091206073761,0.7552112340927124
78,,22277,,0.6985706686973572,0.7804895639419556,,
,0.0007086825393173975,22278,,,,,
79,,22559,,,,0.798681378364563,0.7548024654388428
79,,22559,,0.7114267349243164,0.77057945728302,,
,0.0007011468646141582,22560,,,,,
80,,22841,,,,0.8031278848648071,0.7584713697433472
80,,22841,,0.6924374103546143,0.7826263904571533,,
,0.0006935563350615797,22842,,,,,
81,,23123,,,,0.7464598417282104,0.7607868909835815
81,,23123,,0.6991642713546753,0.780137300491333,,
,0.0006859130258346511,23124,,,,,
82,,23405,,,,0.755472719669342,0.7617659568786621
82,,23405,,0.7038319110870361,0.7773436903953552,,
,0.0006782190265377969,23406,,,,,
83,,23687,,,,0.7436058521270752,0.7618861198425293
83,,23687,,0.694129467010498,0.7836744785308838,,
,0.0006704764406336005,23688,,,,,
84,,23969,,,,0.7922230362892151,0.7638054490089417
84,,23969,,0.7014542818069458,0.7780654430389404,,
85,,23970,0.6943067312240601,,,,
