epoch,lr-AdamW,step,test/roc_auc,train/loss,train/roc_auc,val/loss,val/roc_auc
30,,8741,,0.7304531335830688,0.7530800104141235,,
,0.0009701895353630226,8742,,,,,
31,,9023,,,,0.6999852061271667,0.7854690551757812
31,,9023,,0.7251337170600891,0.757801353931427,,
,0.0009673149500674307,9024,,,,,
32,,9305,,,,0.7165589928627014,0.787551760673523
32,,9305,,0.7373084425926208,0.746005117893219,,
,0.0009643127422256086,9306,,,,,
33,,9587,,,,0.7135957479476929,0.780750036239624
33,,9587,,0.7196407914161682,0.7614006996154785,,
,0.0009611837326112036,9588,,,,,
34,,9869,,,,0.6938276886940002,0.785346508026123
34,,9869,,0.728559136390686,0.7532956600189209,,
,0.000957928776664201,9870,,,,,
35,,10151,,,,0.7280237078666687,0.7864430546760559
35,,10151,,0.7318743467330933,0.7525410056114197,,
,0.0009545487642570565,10152,,,,,
36,,10433,,,,0.7291048765182495,0.7829889059066772
36,,10433,,0.7193560004234314,0.7619524002075195,,
,0.0009510446194514129,10434,,,,,
37,,10715,,,,0.7237297892570496,0.7770217657089233
37,,10715,,0.7270734310150146,0.7542513608932495,,
,0.0009474173002454712,10716,,,,,
38,,10997,,,,0.7446975111961365,0.780844509601593
38,,10997,,0.7249965071678162,0.7571457624435425,,
,0.0009436677983120839,10998,,,,,
39,,11279,,,,0.7606239318847656,0.7875275611877441
39,,11279,,0.728534996509552,0.7570992112159729,,
,0.0009397971387276411,11280,,,,,
40,,11561,,,,0.7088096737861633,0.7841440439224243
40,,11561,,0.7228278517723083,0.7577521800994873,,
,0.0009358063796918247,11562,,,,,
41,,11843,,,,0.7453864216804504,0.7840418815612793
41,,11843,,0.7250115275382996,0.7554649710655212,,
,0.0009316966122383079,11844,,,,,
42,,12125,,,,0.7049591541290283,0.7740909457206726
42,,12125,,0.7228891253471375,0.7603431344032288,,
,0.0009274689599364765,12126,,,,,
43,,12407,,,,0.7607158422470093,0.7837086915969849
43,,12407,,0.7274674773216248,0.7541249990463257,,
,0.000923124578584257,12408,,,,,
44,,12689,,,,0.7201747298240662,0.786535382270813
44,,12689,,0.7209266424179077,0.7599290609359741,,
,0.0009186646558921328,12690,,,,,
45,,12971,,,,0.70028156042099,0.7880606651306152
45,,12971,,0.7161163091659546,0.7669394016265869,,
,0.0009140904111584359,12972,,,,,
46,,13253,,,,0.729315996170044,0.7815486192703247
46,,13253,,0.7254381775856018,0.7568849921226501,,
,0.0009094030949360027,13254,,,,,
47,,13535,,,,0.701474666595459,0.7852309346199036
47,,13535,,0.7190371751785278,0.7630493640899658,,
,0.0009046039886902861,13536,,,,,
48,,13817,,,,0.7085528373718262,0.7785760760307312
48,,13817,,0.7153559327125549,0.7656797170639038,,
,0.0008996944044490148,13818,,,,,
49,,14099,,,,0.7458386421203613,0.7828526496887207
49,,14099,,0.7205586433410645,0.7612709999084473,,
,0.0008946756844434986,14100,,,,,
50,,14381,,,,0.7321122288703918,0.7794907093048096
50,,14381,,0.7203683257102966,0.7603549957275391,,
,0.0008895492007416751,14382,,,,,
51,,14663,,,,0.7526614665985107,0.7767503261566162
51,,14663,,0.7233907580375671,0.758542537689209,,
,0.0008843163548730011,14664,,,,,
52,,14945,,,,0.7015454173088074,0.7818525433540344
52,,14945,,0.7245821952819824,0.7567890286445618,,
53,,14946,0.699693500995636,,,,
