epoch,lr-AdamW,step,test/roc_auc,train/loss,train/roc_auc,val/loss,val/roc_auc
,0.0001,0,,,,,
0,,281,,,,0.8557745814323425,0.5548863410949707
0,,281,,0.880022406578064,0.529635488986969,,
,0.00019,282,,,,,
1,,563,,,,0.8562020659446716,0.5734342336654663
1,,563,,0.8519967198371887,0.5866345167160034,,
,0.00028000000000000003,564,,,,,
2,,845,,,,0.8593262434005737,0.5943164229393005
2,,845,,0.8348844051361084,0.6214593648910522,,
,0.00037000000000000005,846,,,,,
3,,1127,,,,0.8520369529724121,0.6084097623825073
3,,1127,,0.8200629949569702,0.6546932458877563,,
,0.00046000000000000007,1128,,,,,
4,,1409,,,,0.8383439183235168,0.6397531628608704
4,,1409,,0.806731641292572,0.6788130402565002,,
,0.00055,1410,,,,,
5,,1691,,,,0.8523133993148804,0.6333334445953369
5,,1691,,0.7973661422729492,0.691412627696991,,
,0.00064,1692,,,,,
6,,1973,,,,0.8234794735908508,0.6539939641952515
6,,1973,,0.7855350971221924,0.7043862342834473,,
,0.0007300000000000001,1974,,,,,
7,,2255,,,,0.8203461766242981,0.6476016044616699
7,,2255,,0.7838116884231567,0.7055486440658569,,
,0.0008200000000000001,2256,,,,,
8,,2537,,,,0.8109717965126038,0.6710556149482727
8,,2537,,0.7773907780647278,0.7108542919158936,,
,0.0009100000000000002,2538,,,,,
9,,2819,,,,0.8402525186538696,0.671163022518158
9,,2819,,0.772424042224884,0.7155977487564087,,
,0.001,2820,,,,,
10,,3101,,,,0.8122726082801819,0.6885591745376587
10,,3101,,0.7599747180938721,0.7282974123954773,,
,0.0009999317208437383,3102,,,,,
11,,3383,,,,0.7870975732803345,0.6963217258453369
11,,3383,,0.7624211311340332,0.7234375476837158,,
,0.0009997269020417926,3384,,,,,
12,,3665,,,,0.8399379849433899,0.6846137046813965
12,,3665,,0.7513642907142639,0.7367590069770813,,
,0.0009993855995895783,3666,,,,,
13,,3947,,,,0.7981257438659668,0.6861550807952881
13,,3947,,0.7511872053146362,0.7357379794120789,,
,0.0009989079067957778,3948,,,,,
14,,4229,,,,0.8032769560813904,0.6934372782707214
14,,4229,,0.7482082843780518,0.7373762130737305,,
,0.0009982939542568315,4230,,,,,
15,,4511,,,,0.7832273244857788,0.6956799030303955
15,,4511,,0.742730975151062,0.7436949610710144,,
,0.0009975439098212332,4512,,,,,
16,,4793,,,,0.8367763161659241,0.6948708295822144
16,,4793,,0.7410153746604919,0.7459821701049805,,
,0.0009966579785436421,4794,,,,,
17,,5075,,,,0.8212476372718811,0.6916284561157227
17,,5075,,0.74057537317276,0.747514009475708,,
,0.000995636402628824,5076,,,,,
18,,5357,,,,0.7835078835487366,0.7039443850517273
