epoch,lr-AdamW,step,test/roc_auc,train/loss,train/roc_auc,val/loss,val/roc_auc
15,,4511,,,,0.8136898279190063,0.693352222442627
15,,4511,,0.745520293712616,0.7340527772903442,,
,0.0009975439098212332,4512,,,,,
16,,4793,,,,0.8120675683021545,0.7037376165390015
16,,4793,,0.7463480234146118,0.7327592372894287,,
,0.0009966579785436421,4794,,,,,
17,,5075,,,,0.8250978589057922,0.7099680304527283
17,,5075,,0.7421698570251465,0.739659309387207,,
,0.000995636402628824,5076,,,,,
18,,5357,,,,0.7989009022712708,0.7005650997161865
18,,5357,,0.7424588203430176,0.7368955612182617,,
,0.0009944794613654334,5358,,,,,
19,,5639,,,,0.767478346824646,0.7189257144927979
19,,5639,,0.7404975295066833,0.7395106554031372,,
,0.0009931874710496598,5640,,,,,
20,,5921,,,,0.8200798630714417,0.700404167175293
20,,5921,,0.7423487901687622,0.7415534257888794,,
,0.000991760784898755,5922,,,,,
21,,6203,,,,0.8069248795509338,0.7235888838768005
21,,6203,,0.7342580556869507,0.7465554475784302,,
,0.0009901997929544675,6204,,,,,
22,,6485,,,,0.8061729669570923,0.7093163728713989
22,,6485,,0.7272178530693054,0.7518572211265564,,
,0.000988504921976408,6486,,,,,
23,,6767,,,,0.7873318791389465,0.7238868474960327
23,,6767,,0.7369114756584167,0.7414253950119019,,
,0.000986676635325379,6768,,,,,
24,,7049,,,,0.8075445890426636,0.7310469150543213
24,,7049,,0.7328560948371887,0.7463392019271851,,
,0.0009847154328366957,7050,,,,,
25,,7331,,,,0.7964367866516113,0.7148259878158569
25,,7331,,0.7315148115158081,0.7490067481994629,,
,0.0009826218506835357,7332,,,,,
26,,7613,,,,0.805772066116333,0.7096877098083496
26,,7613,,0.7339515686035156,0.7455477714538574,,
,0.0009803964612303557,7614,,,,,
27,,7895,,,,0.7714622616767883,0.7296282649040222
27,,7895,,0.7290984392166138,0.7494252920150757,,
,0.0009780398728764116,7896,,,,,
28,,8177,,,,0.7727547287940979,0.7322046756744385
28,,8177,,0.7267417907714844,0.7515794634819031,,
,0.0009755527298894293,8178,,,,,
29,,8459,,,,0.7818090319633484,0.7231593728065491
29,,8459,,0.7265223264694214,0.7528176307678223,,
,0.0009729357122294669,8460,,,,,
30,,8741,,,,0.7692413926124573,0.7326324582099915
30,,8741,,0.7255513072013855,0.7549532651901245,,
,0.0009701895353630226,8742,,,,,
31,,9023,,,,0.778864860534668,0.7220817804336548
31,,9023,,0.7243699431419373,0.7580953240394592,,
,0.0009673149500674307,9024,,,,,
32,,9305,,,,0.7850970029830933,0.7273261547088623
32,,9305,,0.7285343408584595,0.7518898248672485,,
,0.0009643127422256086,9306,,,,,
33,,9587,,,,0.7993800640106201,0.7148432731628418
33,,9587,,0.7156152725219727,0.7619873881340027,,
,0.0009611837326112036,9588,,,,,
34,,9869,,,,0.7711092233657837,0.7332420349121094
34,,9869,,0.7226485013961792,0.7577449083328247,,
,0.000957928776664201,9870,,,,,
35,,10151,,,,0.7838371992111206,0.7292459607124329
35,,10151,,0.7223631739616394,0.7584481239318848,,
,0.0009545487642570565,10152,,,,,
36,,10433,,,,0.7727047801017761,0.7388927340507507
36,,10433,,0.7158997654914856,0.7627906799316406,,
,0.0009510446194514129,10434,,,,,
37,,10715,,,,0.7720221281051636,0.7431741952896118
37,,10715,,0.7191006541252136,0.7577896118164062,,
,0.0009474173002454712,10716,,,,,
38,,10997,,,,0.7625331282615662,0.7442604303359985
38,,10997,,0.7201067209243774,0.7596921920776367,,
,0.0009436677983120839,10998,,,,,
39,,11279,,,,0.8131837248802185,0.7277300953865051
39,,11279,,0.7179140448570251,0.7627017498016357,,
,0.0009397971387276411,11280,,,,,
40,,11561,,,,0.7871196866035461,0.7223093509674072
40,,11561,,0.714746356010437,0.7631271481513977,,
,0.0009358063796918247,11562,,,,,
41,,11843,,,,0.7709657549858093,0.7355344295501709
41,,11843,,0.7189925909042358,0.7606911659240723,,
,0.0009316966122383079,11844,,,,,
42,,12125,,,,0.7647562623023987,0.7374330759048462
42,,12125,,0.7217265367507935,0.7574750185012817,,
,0.0009274689599364765,12126,,,,,
43,,12407,,,,0.7846167087554932,0.738970935344696
43,,12407,,0.7178385853767395,0.7614362239837646,,
,0.000923124578584257,12408,,,,,
44,,12689,,,,0.7540366649627686,0.7406644821166992
44,,12689,,0.716277003288269,0.7610056400299072,,
,0.0009186646558921328,12690,,,,,
45,,12971,,,,0.755971372127533,0.7387473583221436
45,,12971,,0.7140902280807495,0.7650560140609741,,
,0.0009140904111584359,12972,,,,,
46,,13253,,,,0.7680099606513977,0.7398368120193481
46,,13253,,0.7160863280296326,0.7637548446655273,,
,0.0009094030949360027,13254,,,,,
47,,13535,,,,0.7807778716087341,0.730400800704956
47,,13535,,0.7122079730033875,0.7671983242034912,,
,0.0009046039886902861,13536,,,,,
48,,13817,,,,0.7602460384368896,0.742993950843811
48,,13817,,0.7082165479660034,0.769429624080658,,
,0.0008996944044490148,13818,,,,,
49,,14099,,,,0.7850202322006226,0.7321361303329468
49,,14099,,0.7098888158798218,0.7691031098365784,,
,0.0008946756844434986,14100,,,,,
50,,14381,,,,0.7666661143302917,0.7423845529556274
50,,14381,,0.7177489399909973,0.7609384059906006,,
,0.0008895492007416751,14382,,,,,
51,,14663,,,,0.7580360174179077,0.7414371371269226
51,,14663,,0.7168905138969421,0.7621796131134033,,
,0.0008843163548730011,14664,,,,,
52,,14945,,,,0.77119380235672,0.7366548180580139
52,,14945,,0.7112091183662415,0.7655126452445984,,
,0.0008789785774452872,14946,,,,,
53,,15227,,,,0.7646052837371826,0.7371118068695068
53,,15227,,0.7106174826622009,0.7690308690071106,,
,0.0008735373277535849,15228,,,,,
54,,15509,,,,0.7752311825752258,0.7331181168556213
54,,15509,,0.7127522826194763,0.7650169134140015,,
,0.0008679940933812293,15510,,,,,
55,,15791,,,,0.7870323061943054,0.7349483966827393
55,,15791,,0.711172878742218,0.7651433944702148,,
,0.0008623503897931489,15792,,,,,
56,,16073,,,,0.764637291431427,0.7405545711517334
56,,16073,,0.7115139365196228,0.7664179801940918,,
,0.0008566077599215528,16074,,,,,
57,,16355,,,,0.7876429557800293,0.7342427968978882
57,,16355,,0.7099180221557617,0.7684105634689331,,
,0.0008507677737441078,16356,,,,,
58,,16637,,,,0.7699283957481384,0.7359349727630615
58,,16637,,0.7106890678405762,0.769428014755249,,
59,,16638,0.703280508518219,,,,
